cleaned_text,label
LHDN menjelaskan tindakan sekatan perjalanan ke luar negara terhadap manamana pihak bukan bertujuan menafikan hak mereka tetapi ia adalah usaha untuk menguatkuasakan undangundang percukaian sedia ada kepada pembayar cukai yang gagal melunaskan tunggakan cukai,anger
Oleh itu LHDN menasihatkan supaya pembayar cukai perlu sentiasa peka melaksanakan tanggungjawab mereka setiap masa dan tidak menangguhkan penyelesaikan halhal percukaian bagi mengelakkan sebarang kesulitan pada masa hadapan,sadness
Justeru LHDN ingin menasihatkan kepada semua pembayar cukai yang ingin ke luar negara untuk menyemak status tunggakan cukai masingmasing terlebih dahulu menerusi portal MyTax yang boleh dicapai di httpsmytax,anger
hasilgovmy,anger
Selain itu semakan sekatan perjalanan ke luar negara boleh dilakukan menerusi portal rasmi Jabatan Imigresen Malaysia JIM di httpssspi,anger
imigovmysspi menurut kenyataan itu,anger
Kenyataan itu juga memaklumkan mulai  Mac  permohonan pembatalan sekatan perjalanan boleh dibuat secara dalam talian menerusi perkhidmatan eSekatan Perjalanan yang boleh diakses menerusi portal MyTax,anger
Permohonan pembatalan sekatan perjalanan juga boleh dilakukan dengan prosedur dan saluran sedia ada iaitu menghubungi Hasil Contact Centre di talian   atau hadir ke pejabat LHDN berhampiran,anger
Maklumat lanjut berkenaan eSekatan Perjalanan boleh dirujuk pada soalan lazim permohonan pembatalan sekatan perjalanan menerusi capaian pantas di httpswwwhasilgovmyindividulainlainsoalanlazimindividu,love
Seiring dengan trend terkini masyarakat Malaysia yang gemar melancong ke luar negara atau mengerjakan ibadah LHDN ingin menyarankan kepada semua pembayar cukai untuk terlebih dahulu menyemak status tunggakan cukai dan sekatan perjalanan masingmasing sebelum merancang sebarang perjalanan ke luar negara menurut kenyataan itu,anger
BERNAMA Lembaga Hasil Dalam Negeri LHDN,anger
Fasal Esha dalam Kanun Keseksaan pastikan tiada lagi korban akibat buli KUALA LUMPUR Rang UndangUndang Kanun Keseksaan Pindaan No   memperkenalkan satu fasal khusus dinamakan Fasal Esha bersempena gadis dan pempengaruh yang menjadi mangsa buli siber mendiang Rajeswary Appahu,love
Menteri di Jabatan Perdana Menteri UndangUndang dan Reformasi Institusi Datuk Seri Azalina Othman Said berkata fasal itu terdapat dalam Seksyen D yang mencadangkan satu kesalahan bagi sesiapa sahaja menggunakan perkataan atau komunikasi dalam apa cara sekalipun untuk mengugut  menghina atau memfitnah dengan niat untuk memprovokasi seseorang dan menyebabkan kemudaratan kepada diri sendiri atau orang lain,fear
Beliau berkata peruntukan itu menetapkan hukuman penjara untuk tempoh yang boleh dilanjutkan sehingga satu tahun atau denda atau keduaduanya,happy
Saya ingin membawa perhatian kepada pengenalan Seksyen D di mana saya ingin menamakan seksyen ini dengan izin Esha clause,anger
Tahun ini kita dikejutkan dengan pemergian saudari Rajeswary Appahu yang lebih mesra dikenali sebagai Esha seorang wanita muda yang kerap menggunakan platform media sosialnya untuk sebar kandungan positif,anger
Malangnya beliau menjadi mangsa buli siber yang begitu dahsyat sehingga beliau mengambil nyawanya sendiri,anger
Kehilangan saudari Esha sangat memilukan  beliau kehilangan hidupnya manakala ibunya Puan Puspa telah hilang anak kesayangannya dan ramai yang kehilangan seorang yang mereka sayangi,anger
Kita mungkin tidak mampu membawa Esha kembali tetapi apa yang kita boleh lakukan adalah memberikan keadilan kepada beliau,sadness
Kita boleh menghormati kehidupannya dengan memperjuangkan perlindungan terhadap buli termasuklah memastikan ada undangundang komprehensif menangani buli hingga ke tahap yang mengancam kesejahteraan fizikal dan mental mangsa katanya,sadness
Beliau berkata demikian ketika menggulung perbahasan RUU Kanun Keseksaan Pindaan No   di Dewan Rakyat hari ini,love
Mengulas lanjut beliau menegaskan asas utama Seksyen D diperkenalkan adalah untuk memastikan tiada lagi nyawa yang terkorban akibat buli,fear
Satu kematian akibat buli adalah terlalu banyak,sadness
Semoga perjuangan ini membawa perubahan yang bermakna dan mencegah tragedi serupa pada masa depan katanya,anger
Mendiang Esha yang menjadi mangsa buli siber,love
penduduk terkandas banjir GUA MUSANG Banjir gelombang kedua menyaksikan hampir  penduduk yang membabitkan beberapa kampung di sekitar Kampung Limau Kasturi terputus hubungan apabila jambatan yang menjadi laluan utama untuk keluar di perkampungan terbabit ditenggelami air Sungai Kerak,anger
Penduduk mendakwa air mula melimpahi jambatan Sungai Kerak dalam tempoh tiga jam turut menenggelamkan rumah penduduk yang terletak berhampiran sungai terbabit,anger
Selain Kampung Limau Kasturi antara kampung lain yang terbabit adalah Kampung Batu  dan Kampung Serian,anger
Pengerusi Jawatankuasa Pembangunan dan Keselamatan Kampung Persekutuan JPKKP Kampung Limau Kasturi Aluwi Muda berkata susulan hujan berterusan sejak petang semalam dan lebat pada malamnya menyebabkan air naik terlalu cepat sehingga menyebabkan beberapa keluarga terpaksa berpindah ke pusat pemindahan sementara PPS,fear
Katanya penduduk di kawasan itu terutama yang tinggal di kawasan rendah terpaksa berhadapan dengan situasi yang sama setiap tahun dan hari ini kali kedua mereka berpindah ke PPS selepas gelombang pertama dua minggu lalu,anger
Saya anggarkan sudah ada enam keluarga di PPS iaitu di Sekolah Kebangsaan SK Limau Kasturi  apabila rumah mereka sudah dinaiki air,anger
Trend air Sungai Kerak ini dilihat semakin menaik apabila kirakira jam  petang tadi siren amaran bahaya masih berbunyi,anger
Jadi saya nasihatkan kepada penduduk terutama untuk sentiasa mengikut arahan pihak berwajib demi keselamatan mereka dan keluarga,fear
Kita takut berlaku situasi luar jangka di mana air Sungai naik secara mendadak dan mereka tidak sempat berpindah katanya ketika ditemui di Kampung Limau Kasturi di sini hari ini,fear
Tambah beliau lagi lebih  penduduk di beberapa kampung kini sudah terputus hubungan dan terpaksa menggunakan perahu untuk keluar sekiranya terdapat urusan mendesak,anger
Manakala menurut Ahmad Ab Rahman  siren amaran banjir yang berbunyi di kawasan itu bermaksud sungai di paras bahaya yang memberi peringatan akhir kepada penduduk untuk berpindah,anger
Katanya sebelum amaran bahaya dikeluarkan sepatutnya amaran berjagajaga terlebih dahulu dikeluarkan untuk menjadi panduan kepada penduduk supaya berjagajaga,fear
Trend air Sungai yang semakin menaik membimbangkan penduduk di sini tambahan pula apabila siren amaran bahaya masih berbunyi walaupun cuaca sudah tidak hujan,fear
Kita risau air dari kawasan ulu turun dan menyebabkan paras air semakin meningkat dan bencana banjir menjadi semakin serius,sadness
Kepada penduduk sekiranya dinasihatkan berpindah pindahlah sebelum menjelang waktu malam kerana operasi menyelamatkan boleh membahayakan anggota keselamatan pada waktu malam katanya,anger
Anggota keselamatan turut membantu penduduk berpindah ke PPS,anger
Foto NSTPPaya Linda Yahya,sadness
Sejarah penubuhan pasukan PDRM sejak  dibukukan KUALA LUMPUR Perjalanan dan sejarah penubuhan pasukan Polis Diraja Malaysia PDRM sejak ianya ditubuhkan pada tahun  kini boleh diperoleh dalam buku coffee table yang dilancarkan hari ini,anger
Sultan Perak Sultan Nazrin Shah berkenan melancarkan buku berkenaan yang bertajuk PDRM Sejarah Penubuhan Pengorbanan dan Kejayaan dalam Mengekalkan Keamanan Negara,anger
Ketua Polis Negara Tan Sri Razarudin Husain berkata buku yang mengangkat sejarah dan pencapaian PDRM itu memaparkan segala cabaran pengorbanan serta kisahkisaj heroik warga PDRM dalam mempertahankan tanah air,anger
Buku ini meraikan perjalanan PDRM selama lebih dua abad sebagai penjaga keamanan negara yang berkhidmat dengan penuh dedikasi mengenai erti lelah dan mengenepikan kepentingan peribadi,anger
Inisiatif penghasilan buku ini akan menjadi sumber rujukan menyebarkan informasi berguna serta menginspirasi masyarakat untuk lebih peka dan meningkatkan semangat patriotisme cintakan tanah air katanya dalam Majlis Pelancaran Buku Coffee Table PDRM sempena Program Siri Jelajah Galakan Masyarakat Membaca di sini hari ini,anger
Razarudin berkata buku ini diterbitkan dengan adunan kompilasi bergambar disertakan huraian ringkas pelbagai maklumat mengenai PDRM,anger
Sementara itu Pengerusi Lembaga Pengelola Yayasan Buku Negara Tan Sri Profesor Dr Abdul Latiff Abu Bakar berkata karya buku coffee table PDRM ini dapat mengetengahkan nilai patriotisme dan pengorbanan anggota keselamatan dalam menjaga keamanan negara disamping kepada pembangunan intelektual rakyat Malaysia,anger
Karya ini mengupas dengan mendalam sejarah penubuhan PDRM peranan pentingnya dalam pembangunan negara serta pelbagai kejayaan yang dicapai dalam memelihara keamanan,happy
Melalui penerbitan ini pembaca bukan sahaja dapat memahami sejarah dan fungsi PDRM tetapi juga menghargai komitmen tinggi institusi ini dalam melindungi rakyat Malaysia katanya,anger
Dalam masa terdekat dijangkakan sebanyak  hingga  naskah diterbitkan dan diedarkan kepada semua sekolah dan institusi pengajian tinggi IPT di seluruh negara,anger
Buku ini juga adalah ekslusif dan tidak akan dijual kepada umum,anger
Koperal Istiadat Jabatan Pengurusan PDRM Bukit Aman Maralia Shamsudin menunjukkan buku PDRM di Majlis Pelancaran Buku Coffee Table Polis Diraja Malaysia PDRM  Sejarah Penubuhan Pengorbanan dan Kejayaan Dalam Mengekalkan Keamanan Negara di Mandarin Oriental Hotel Kuala Lumpur,anger
Foto NSTPEizairi Shamsudin,anger
Industri rel tawar  peluang pekerjaan baharu kepada lepasan TVET  TPM SEREMBAN Industri rel di negara ini kini membuka kirakira  peluang pekerjaan baharu kepada lepasan bidang Pendidikan dan Latihan Teknikal dan Vokasional TVET,fear
Timbalan Perdana Menteri Datuk Seri Dr AhmadZahid Hamidi berkata untuk itu kerajaan kini giat melahirkan tenaga mahir tempatan bagi memenuhi keperluan berkenaan,anger
Katanya usaha itu mesti dimulakan menerusi program latihan dan pembangunan kemahiran modal insan bagi memperkukuh ekosistem rel sedia ada,anger
Saya sebutkan bahawa di luar sana terdapat  peluang pekerjaan dalam bidang ini rel dan Universiti Kuala Lumpur UniKL bersedia untuk melatih pelajarpelajar bagi menerobos peluang ini,anger
Dengan gaji minimum dalam bidang ini bermula dari RM dan meningkat sehingga RM bergantung kepada kepakaran pelajar ia seharusnya dimanfaatkan katanya,anger
Beliau berkata demikian ketika ditemui selepas Majlis Penyerahan Kembali Kereta Api Kelas SCS  yang dipulihkan di bawah projek Penyelenggaraan Pembaikan dan Pengubahsuaian MRO oleh M Rail Technics Sdn Bhd RAILTEC di Depoh EMU Kereta Api Tanah Melayu Berhad KTMB Seremban di sini petang tadi,sadness
Yang turut hadir EXCO Kerajaan Negeri J Arul Kumar Pengerusi MARA Datuk Dr Asyraf Wajdi Dusuki dan Pengerusi Kumpulan Destini dan M Rail Technics Sdn Bhd RAILTEC Datuk Abd Aziz Sheikh Fadzir,sadness
Ahmad Zahid yang juga Menteri Luar Bandar dan Wilayah berkata sebelum ini kerajaan terpaksa menghantar pelajar ke luar negara untuk mendapatkan kemahiran tetapi kini segalanya dilakukan di sini,anger
Beliau bagaimanapun menegaskan masih terdapat keperluan untuk menghantar pelajar ke luar negara seperti di Australia bagi memperoleh lebih pendedahan dan pengalaman,anger
Apa yang penting pengetahuan kepakaran daripada negara itu dan negara lain wajib dibawa ke negara kita kerana Malaysia berhasrat untuk menjadi sebuah negara maju suatu ketika nanti katanya,anger
Ahmad Zahid berkata UniKL terbabit secara langsung untuk melatih tenaga profesional teknikal dan vokasional dalam semua bidang termasuk MRO kapal terbang dan kini kereta api serta kapal,anger
UniKL sanggup bekerjasama bagi melatih pekerja mahir bagi memenuhi keperluan sektor perindustrian dan pengangkutan negara katanya,anger
Dalam pada itu Ahmad Zahid yang juga Pengerusi Jawatankuasa Kabinet Kesesakan Lalu Lintas dan Keselamatan Jalan Raya menegaskan menjadi hasratnya untuk melihat Malaysia berada di landasan tepat menjadi peneraju pengangkutan rel serantau dan global,fear
Menurutnya masalah kesesakan jalan raya terutamanya di bandarbandar besar terlalu mendesak dan perlu mencari penyelesaian masalah ini,anger
Memang benar banyak cadangan untuk kita sampai ke satu destinasi mesti melalui pengangkutan awam,anger
Namun apa yang lebih penting kesediaan pengangkutan awam mesti berada di tahap tertinggi termasuklah rel katanya,anger
Datuk Seri Dr Ahmad Zahid Hamidi tengah bersama wakil  syarikat yang dilantik sebagai vendor pada Majlis Penyerahan Projek Maintenance Repair  Overhaul MRO SCS Class  dan Perjanjian Kolaborasi Di antara M Rail Technics dengan UniKL di Depoh EMU KTMB Seremban hari ini,anger
Foto NSTPMohd Amin Jalil,anger
Menteri Luar mulakan lawatan rasmi ke Arab Saudi RIYADH Menteri Luar Datuk Seri Mohamad Hasan tiba di ibu negara Arab Saudi di sini hari ini untuk lawatan rasmi,fear
Pesawat yang membawa Mohamad mendarat di Lapangan Terbang Antarabangsa King Khalid pada  pagi waktu tempatan  petang waktu Malaysia,anger
Beliau disambut di lapangan terbang oleh Duta Besar Malaysia ke Arab Saudi Datuk Wan Zaidi Wan Abdullah dan wakil dari Kementerian Luar Arab Saudi,anger
Hari ini Mohamad menghadiri mesyuarat pertama Majlis Penyelarasan Arab SaudiMalaysia SMCC yang akan dipengerusikan bersama dengan rakan sejawatnya dari Arab Saudi Putera Faisal bin Farhan AlSaud,anger
SMCC adalah mekanisme dua hala yang ditubuhkan untuk menggalakkan kerjasama dan bertindak sebagai badan penyelaras antara keduadua negara dalam lapan bidang utama iaitu politik keselamatan pertahanan ketenteraan perdagangan dan pelaburan tenaga dan alam sekitar hal ehwal Islam pendidikan dan sosiobudaya,fear
Mohamad juga dijadualkan untuk menandatangani dua memorandum persefahaman MoU selepas mesyuarat  satu mengenai Pengecualian Visa untuk Lawatan Jangka Pendek kepada Pemegang Pasport Diplomatik dan Rasmi atau Khas dan satu lagi dalam bidang Pembangunan Sosial,anger
Pada Khamis Mohamad juga akan mengadakan perbincangan peringkat tinggi dengan Menteri Haji dan Umrah Arab Saudi Tawfig bin Fazwan AlRabiah di Madinah,anger
Malaysia merupakan rakan dagang terbesar Arab Saudi dalam kalangan Negara Anggota ASEAN dan yang ketujuh terbesar di peringkat global,anger
Pada  Arab Saudi merupakan rakan dagang terbesar Malaysia di Timur Tengah dengan jumlah dagangan bernilai RM bilion AS bilion,anger
Bagi lapan bulan pertama  jumlah perdagangan dua hala bernilai RM bilion AS bilion,anger
BERNAMA     Menteri Luar Datuk Seri Mohamad Hasan tiba di ibu negara Arab Saudi di Riyadh hari ini untuk lawatan rasmi,anger
Foto FB Datuk Seri Mohamad Hasan,anger
KEMAS tak naikkan yuran TASKA TABIKA tahun depan KUALA LUMPUR Jabatan Kemajuan Masyarakat KEMAS mengesahkan tiada kenaikan yuran membabitkan Taman Bimbingan Kanakkanak TABIKA dan Taman asuhan kanakkanak TASKA di bawah kelolaannya bagi sesi persekolahan tahun depan,anger
Unit Komunikasi Korporat KEMAS dalam satu kenyataan hari ini berkata pihaknya sentiasa cakna akan bebanan kos sara hidup yang didepani masyarakat ketika ini,anger
KEMAS ingin mengesahkan bahawa tiada kenaikan yuran akan dikenakan bagi sesi persekolahan tahun hadapan,anger
Kerajaan MADANI melalui KEMAS sentiasa prihatin terhadap bebanan rakyat dan berusaha meringankan kesulitan yang dihadapi masyarakat katanya,anger
KEMAS turut memaklumkan kenyataan itu dibuat susulan kebimbangan masyarakat terutama ibu bapa yang menghantar anakanak mereka ke TABIKA dan TASKA kendalian KEMAS berikutan laporan berita bertajuk Yuran taska dan tadika meningkat hingga  peratus,anger
Merujuk kepada laporan terbabit kami ingin memaklumkan bahawa ia tidak membabitkan TABIKA dan TASKA di bawah kendalian kami,anger
Kami berharap ibu bapa kekal tenang dan terus menjadikan TABIKA KEMAS sebagai pilihan utama dalam pendidikan awal kanakkanak katanya,anger
BH sebelum ini melaporkan beberapa persatuan yang menaungi pengusaha tadika di Johor iaitu Persatuan Tadika Islam Malaysia PERTIM dan Persatuan Pendidik Institusi Pendidikan Negeri Johor bersiap sedia menaikkan yuran perkhidmatan masingmasing sekitar  hingga  peratus tahun depan,anger
Katanya keputusan itu dibuat kirakira  ahli mereka susulan kenaikan kos operasi semasa selain berikutan kenaikan kadar gaji minimum kepada RM sebulan yang diumumkan kerajaan berkuat kuasa  Februari  KEMAS mengesahkan tiada kenaikan yuran membabitkan TABIKA dan TASKA di bawah kelolaannya bagi sesi persekolahan tahun depan,anger
Foto hiasan NSTP,anger
Situasi banjir di Pantai Timur Johor bertambah buruk malam tadi KUALA LUMPUR Situasi banjir di Pantai Timur dan Johor bertambah buruk malam ini apabila semakin ramai mangsa ditempatkan di Pusat Pemindahan Sementara PPS manakala di Perak semakin pulih dan di Melaka pula pulih sepenuhnya,anger
Di TERENGGANU dua daerah menyaksikan peningkatan mangsa kepada  orang daripada  keluarga yang ditempatkan di  PPS setakat  malam berbanding  petang tadi,anger
Sekretariat Jawatankuasa Pengurusan Bencana Negeri JPBN Terengganu memaklumkan daerah Kemaman paling terjejas dengan  orang daripada  keluarga terpaksa berpindah ke  PPS manakala di daerah Dungun seramai  mangsa daripada  keluarga  berlindung di lapan PPS yang mula beroperasi pada  pagi tadi,anger
Menurut portal Public Info Banjir Jabatan Pengairan dan Saliran JPS paras air di Sungai Tebak di Jambatan Tebak Kemaman melepasi tahap bahaya manakala Sungai Dungun di Kuala Jengal Dungun dan Sungai Kemaman masingmasing di Jambatan Air Putih serta Rumah Pam Paya Paman dan Sungai Tumpat di Kampung Baru Kemasik Kemaman melebihi paras amaran,anger
Di KELANTAN jumlah mangsa meningkat kepada  orang daripada  keluarga yang berlindung di tiga PPS di jajahan Gua Musang berbanding  orang petang tadi,anger
Berdasarkan portal Info Bencana Jabatan Kebajikan Masyarakat tiga PPS terbabit ialah Dewan Semak Bakti Felda Chiku  yang menempatkan  orang daripada  keluarga Dewan Orang Ramai Batu   oranglapan keluarga dan Sekolah Kebangsaan SK Limau Kasturi   orangsembilan keluarga,fear
Di PAHANG jumlah mangsa meningkat sedikit kepada  orang daripada  keluarga yang ditempatkan di enam PPS di daerah Maran berbanding  orang petang tadi,anger
Di JOHOR situasi sama dicatat dengan jumlah mangsa meningkat sedikit kepada  orang daripada  keluarga berbanding  petang tadi,anger
Pengerusi JPBN Johor Tan Sri Dr Azmi Rohani dalam kenyataan memaklumkan Segamat dua PPS aitu Balai Raya Kampung Batu Badak menempatkan  mangsa dan Dewan Komuniti Kampung Tasek seramai  orang manakala di Tangkak PPS SK Simpang Lima Darat menempatkan  mangsa,anger
Di PERAK situasi banjir semakin pulih apabila hanya satu PPS masih beroperasi di daerah Perak Tengah iaitu Dewan Orang Ramai Teluk Kepayang yang menempatkan  mangsa daripada  keluarga,fear
Sekretariat JPBN Perak memaklumkan di daerah Kinta pula semua lima mangsa daripada satu keluarga yang berlindung di PPS SK St Paul dibenarkan pulang ke kediaman mereka petang tadi,love
Di MELAKA situasi banjir pulih sepenuhnya apabila satusatunya PPS di daerah Jasin iaitu SK Seri Mendapat yang sebelum ini menempatkan enam mangsa daripada dua keluarga ditutup sepenuhnya pada  petang,anger
BERNAMA Anggota keselamatan turut membantu penduduk berpindah ke PPS di Gua Musang Kelantan petang tadi,anger
Foto NSTPPaya Linda Yahya,sadness
Malaysia rekod pelaburan RM bilion sembilan bulan pertama tahun ini  PM KUALA LUMPUR Malaysia berjaya merekodkan jumlah keseluruhan pelaburan yang diluluskan dalam pelbagai sektor ekonomi bernilai RM bilion dalam tempoh sembilan bulan pertama tahun ini,anger
Perdana Menteri Datuk Seri Anwar Ibrahim berkata ini merupakan peningkatan sebanyak  peratus berbanding RM bilion bagi tempoh yang sama pada  Beliau berkata nilai ini melibatkan  projek yang dijangka menjana sejumlah  peluang pekerjaan baharu,anger
Perkara itu dimaklumkan sewaktu saya mempengerusikan Mesyuarat Majlis Pelaburan Negara MPN Bilangan  Tahun  terkait soal prestasi pelaburan kata beliau menerusi hantaran di laman X hari ini,anger
Dalam sembilan bulan pertama ini Malaysia telah berjaya merekodkan jumlah keseluruhan pelaburan yang diluluskan dalam pelbagai sektor ekonomi bernilai RM bilion ketimbang RM bilion bagi tempoh yang sama pada tahun  peningkatan,fear
Perkara itu dimaklumkan pic,anger
twittercomZmjHRmcoEC  Anwar Ibrahim anwaribrahim December   Perdana Menteri berkata MPN juga bersetuju dan mengesahkan Garis Panduan bagi Pembangunan Pusat Data Mampan yang mengandungi metrik kecekapan Keberkesanan Penggunaan Tenaga PUE dan Keberkesanan Penggunaan Air WUE,sadness
Menurut beliau garis panduan ini akan diguna pakai sebagai syarat kelayakan insentif cukai di bawah Skim Pecutan Ekosistem Digital DESAC yang merupakan inisiatif penambahbaikan polisi terkait usaha memacu pelaburan pusat data,fear
Kerajaan MADANI berterusan menambah baik dasar sedia ada dan mewujudkan dasar baharu sebagai langkah meningkatkan daya saing negara kata Anwar,sadness
BERNAMA Perdana Menteri Datuk Seri Anwar Ibrahim,happy
Foto BERNAMA,anger
Hospital swasta tahan ibu jasad bayi selagi bil RM tak dijelaskan SHAH ALAM Tular di media sosial seorang bayi lelaki yang dilahirkan tidak sempurna dan didakwa dihina oleh pihak pengurusan sebuah hospital swasta di Klang,anger
Menurut satu hantaran di Facebook yang dibuat oleh pengasas Unit Khas Van Jenazah UKVJ Mr Wan Cai Official bayi lelaki yang diberi nama Adham itu dilahirkan dengan satu mata tiada hidung dan tiada lubang dubur,anger
Wan Cai mendedahkan bayi berkenaan disimpan selama dua minggu di dalam peti beku selain ibu bayi ditahan oleh pihak hospital kerana tidak membayar kos rawatan di situ,anger
Beliau mempersoalkan motif pihak hospital menahan ibu bersama jasad bayi dan mempertikaikan sifat perimanusiaan doktor di hospital terbabit,anger
Dalam isu yang berlaku jelas tindakan pemilik hospital menahan jenazah adik Adham dari diuruskan adalah satu tindakan tidak wajar dan kejam,anger
Seperti yang dimaklumkan pihak hospital menahan ibunya keluar dari wad selagi bayaran tidak dibuat oleh si ayah,anger
Yang menjadi persoalan kenapa jenazah adik Adham perlu ditahan dan disimpan di dalam peti sejuk mayat selama dua minggu,fear
Bukankah si ibu sudah ditahan untuk dijadikan jaminan kepada pihak hospital soal Wan Cai menerusi hantaran itu,anger
Beliau difahamkan bil yang sepatutnya dibayar kepada pihak hospital dianggarkan kirakira RM dan dijelaskan oleh si ayah pada jam  pagi hari ini,anger
Wan Cai menjelaskan pihaknya yang menguruskan bayi itu terpaksa menggunakan air panas yang dicampur air paip bagi melembutkan tubuh dan sendisendi jenazah bayi berkenaan,happy
Menurut hantaran itu juga Wan Cai memaklumkan ibu bayi berkenaan mengadu sakit sebelum dihantar oleh jiran ke sebuah hospital swasta,sadness
Ketika kejadian suaminya sedang bekerja dan bergegas ke hospital selepas dimaklumkan tentang keadaan isterinya katanya,anger
Pada hantaran itu satu video menunjukkan jenazah bayi berkenaan dimandikan disolatkan dan dikebumikan di sebuah tanah perkuburan di negeri ini hari ini,anger
Katanya pengurusan jenazah bayi itu menggunakan hasil sumbangan orang ramai kepada pihak pengurusan jenazah berkenaan,anger
Sementara itu BH akan mendapatkan komen pihak hospital berkenaan untuk mendengar maklum balas berkaitan,anger
Jenazah adik Adham selamat disemadikan di tanah perkuburan Islam di Klang,anger
Foto FB Mr Wan Cai Official,love
Menteri Pertahanan Malaysia Australia ulangi kebimbangan perkembangan di Laut China Selatan KUALA LUMPUR Menteri Pertahanan Datuk Seri Mohamed Khaled Nordin mengulangi kebimbangan serius terhadap perkembangan di Laut China Selatan yang boleh mengancam keamanan keselamatan dan kestabilan rantau ini serta menekankan kepentingan kebebasan pelayaran dan penerbangan mengikut undangundang antarabangsa,fear
Beliau menyatakan pendirian itu dalam kenyataan bersama dengan Timbalan Perdana Menteri merangkap Menteri Pertahanan Australia Richard Marles semasa pertemuan mereka sempena Mesyuarat Jawatankuasa Tinggi bagi Program Pertahanan MalaysiaAustralia ke di Melbourne hari ini,anger
Menurut kenyataan itu keduadua menteri turut menggalakkan semua pihak supaya mengawal diri dalam menjalankan aktiviti dan mengelak daripada tindakan yang boleh meningkatkan risiko kemalangan salah faham serta salah tafsir     Mereka juga menekankan keperluan untuk semua negara menyelesaikan pertikaian berkaitan isu Laut China Selatan secara aman mengikut prinsip undangundang antarabangsa yang diiktiraf secara universal termasuk Konvensyen Pertubuhan BangsaBangsa Bersatu Mengenai UndangUndang Laut UNCLOS  Keduadua menteri menyatakan sokongan mereka terhadap keutamaan ASEAN dan seni bina serantau yang diterajui blok itu yang bersifat terbuka telus berasaskan peraturan dan inklusif serta sokongan berterusan terhadap pelaksanaan praktikal Pandangan ASEAN di IndoPasifik,fear
Mereka turut mengiktiraf nilai Mesyuarat MenteriMenteri Pertahanan ASEAN Plus bersama Kumpulan Pakar Kerja sebagai cara untuk membina keyakinan dan pencegahan konflik serta meningkatkan kapasiti,fear
BERNAMA Menteri Pertahanan Datuk Seri Mohamed Khaled Nordin bersama Timbalan Perdana Menteri merangkap Menteri Pertahanan Australia Richard Marles semasa pertemuan mereka sempena Mesyuarat Jawatankuasa Tinggi bagi Program Pertahanan MalaysiaAustralia ke di Melbourne hari ini,anger
Foto Facebook Khaled Nordin,anger
Sabah peruntuk RM juta kepada badan keagamaan bukan Islam tahun depan KOTA KINABALU Sabah memperuntukkan sebanyak RM juta sebagai bantuan kepada badan keagamaan bukan Islam sekolah mubaligh dan persendirian di negeri itu pada tahun depan,anger
Ketua Menteri Datuk Seri Hajiji Noor berkata peruntukan itu meningkat sebanyak RM juta berbanding tahun ini iaitu RM juta,anger
Kerajaan negeri komited dan sentiasa mengamalkan dasar keadilan serta kesaksamaan dalam semua aspek untuk membantu rakyat tanpa mengira kaum dan agama demi mengekalkan keharmonian masyarakat di Sabah katanya ketika merasmikan Sambutan Perayaan Krismas Kota Kinabalu KKCC Tahun  di Padang Merdeka di sini semalam,anger
Teks ucapan beliau dibacakan oleh Timbalan Ketua Menteri I Datuk Seri Dr Jeffrey G Kitingan yang juga Menteri Pertanian Perikanan dan Industri Makanan Sabah,anger
Hajiji berkata tema edisi ke KKCC iaitu Kasih Melalui Tindakan amat tepat khususnya di Sabah yang mempunyai rakyat pelbagai kaum dan agama,anger
Tema itu katanya amat disokong kerana ia mendorong kita untuk saling mengasihi bukan hanya setakat bercakap mengenai kasih tetapi menterjemah dan menunjukkan kasih itu melalui tindakan,sadness
Kasih dalam kalangan masyarakat pelbagai suku bangsa dan agama ini amat penting untuk kesejahteraan kemakmuran serta keamanan negeri Sabah yang kita cintai ini katanya,sadness
Hajiji turut memuji usaha kreatif dan kerjasama pelbagai lapisan masyarakat di Sabah yang terlibat dalam penghasilan kalung manik buatan tangan sempena majlis itu,anger
Beliau berkata kerjasama itu menunjukkan betapa eratnya perpaduan dalam kalangan rakyat tanpa mengira bangsa dan agama,anger
Marilah kita bersamasama berganding bahu dan bekerja keras agar negeri ini terus maju jaya,anger
Selamat menyambut Hari Krismas kepada semua masyarakat Kristian dan Tahun Baharu  kepada seluruh rakyat negeri ini katanya,anger
BERNAMA Timbalan Ketua Menteri Sabah I Datuk Seri Dr Jeffrey G Kitingan,happy
Foto NSTPYun Mikail,anger
Nurul Izzah gesa semua pihak bantu mangsa banjir KUALA LUMPUR Pengerusi Inisiatif Penyelidikan Sosial dan Ekonomi SERI Nurul Izzah menggesa semua pihak membantu mangsa banjir di seluruh negara,anger
Beliau berkata bantuan bukan sematamata datang daripada agensi kerajaan tetapi juga melibatkan usaha secara bersepadu dan kerjasama rapat bagi membolehkan pelbagai pihak membantu mereka yang terkesan dengan bencana itu,anger
Usaha berterusan untuk menangani isu berkenaan katanya perlu diberi keutamaan kerana aspek keselamatan insan menunjukkan bahawa mangsa banjir telah kehilangan tempat tinggal menghadapi ketidakpastian berkaitan di mana mereka akan tinggal serta tidak pasti sama ada dapat memulihkan harta benda mereka,fear
Mereka tidak tahu bila serangan seterusnya gelombang akan berlaku,anger
Bila banjir akan melanda lagi,anger
